2216,Luiz Araújo,77,RM,Normal,Brazil,Atlanta United,Major League Soccer,950,4,2,88,69,71,82,39,53,Lean,70kg,"175cm|5'9""",H\M,36,402,1916,
2217,Marcão,77,CB,Normal,Brazil,Galatasaray,Süper Lig (TUR 1),1.3K,2,3,63,32,56,64,77,84,High & Average,81kg,"185cm|6'1""",M\H,48,376,1771,
2218,Joakim Mæhle,77,RWB,Normal,Denmark,Atalanta BC,Serie A TIM,800,3,3,89,56,68,72,66,78,High & Average,79kg,"185cm|6'1""",M\M,54,429,1965,
2219,Valentin Rosier,77,RB,Normal,France,Beşiktaş,Süper Lig (TUR 1),900,3,2,83,52,66,76,73,75,Average,75kg,"175cm|5'9""",H\M,55,425,1989,
2220,Salvador Sánchez Ponce,77,RM,Normal,Spain,Cádiz CF,LaLiga Santander,900,3,3,89,70,74,76,39,53,Lean,64kg,"175cm|5'9""",H\M,10,401,1888,
2221,Florian Müller,77,GK,Normal,Germany,VfB Stuttgart,Bundesliga,900,1,4,76,74,72,81,43,73,High & Average,88kg,"190cm|6'3""",M\M,23,419,837,
2222,Ibrahim Sangaré,77,CDM,Normal,Côte d'Ivoire,PSV,Eredivisie,800,3,4,66,65,70,70,77,84,High & Average,77kg,"191cm|6'3""",M\H,66,432,2051,
2223,Eberechi Eze,77,LM,Normal,England,Crystal Palace,Premier League,950,4,3,77,69,73,81,47,68,Lean,67kg,"178cm|5'10""",M\M,64,415,1958,
2224,Marc Roca Junqué,77,CDM,Normal,Spain,FC Bayern,Bundesliga,900,3,3,50,62,77,73,70,68,Lean,77kg,"184cm|6'0""",M\M,11,400,1925,
2225,Evan Ndicka,77,CB,Normal,France,Frankfurt,Bundesliga,1K,2,3,75,47,70,74,77,76,High & Average,80kg,"192cm|6'4""",H\M,109,419,1912,
2226,Alexis Claude-Maurice,77,CAM,Normal,France,OGC Nice,Ligue 1,850,4,3,87,73,75,80,68,68,Lean,64kg,"175cm|5'9""",M\M,217,451,2120,
2227,Douglas Luiz,77,CDM,Normal,Brazil,Aston Villa,Premier League,850,3,2,67,67,74,76,74,69,Average,66kg,"175cm|5'9""",H\M,24,427,2026,
2228,Calvin Stengs,77,RM,Normal,Netherlands,OGC Nice,Ligue 1,1K,4,3,76,68,75,80,33,59,High & Average+,68kg,"187cm|6'2""",M\L,16,391,1860,
2229,Xeka,77,CDM,Normal,Portugal,LOSC,Ligue 1,800,3,4,55,61,74,75,71,77,High & Average,83kg,"186cm|6'1""",M\M,16,413,2003,
2230,Dominik Szoboszlai,77,CAM,Normal,Hungary,RB Leipzig,Bundesliga,750,4,4,79,78,79,79,34,64,High & Average,74kg,"186cm|6'1""",M\L,183,413,1992,
2231,Martin Terrier,77,ST,Normal,France,Rennes,Ligue 1,800,3,3,84,77,74,76,35,66,Lean,73kg,"184cm|6'0""",M\M,27,412,1950,
2232,Davidson da Luz Pereira,77,LM,Normal,Brazil,Alanyaspor,Süper Lig (TUR 1),800,4,3,78,75,71,80,41,73,Average,63kg,"177cm|5'10""",H\M,11,418,2014,
2233,Mady Camara,77,CM,Normal,Guinea,Olympiacos CFP,Hellas Liga (GRE 1),800,4,3,76,74,73,75,74,83,Average,75kg,"182cm|6'0""",H\H,58,455,2140,
2234,Tyrell Malacia,77,LB,Normal,Netherlands,Feyenoord,Eredivisie,950,3,3,81,56,64,75,72,73,Short & Lean,67kg,"169cm|5'7""",H\L,18,421,1952,
2235,Merih Demiral,77,CB,Normal,Turkey,Atalanta BC,Serie A TIM,1.3K,2,3,73,39,47,60,79,80,High & Average+,86kg,"190cm|6'3""",M\H,60,378,1724,
2236,Weston McKennie,77,CM,Normal,United States,Piemonte Calcio,Serie A TIM,850,3,3,81,71,74,76,76,83,Average,84kg,"183cm|6'0""",H\H,255,461,2185,
2237,Pepê,77,LW,Normal,Brazil,FC Porto,Liga NOS (POR 1),850,4,2,85,67,68,80,29,46,Average,66kg,"175cm|5'9""",H\L,23,375,1740,
2238,Jonathan Clauss,77,RWB,Normal,France,RC Lens,Ligue 1,900,3,3,85,66,70,76,67,71,Lean,67kg,"178cm|5'10""",H\H,250,435,2013,
2239,Galeno,77,LM,Normal,Brazil,SC Braga,Liga NOS (POR 1),800,4,3,91,70,66,82,32,66,Lean,62kg,"179cm|5'10""",H\M,29,407,1906,
2240,Saša Kalajdžić,77,ST,Normal,Austria,VfB Stuttgart,Bundesliga,800,3,3,61,73,66,73,45,70,High & Lean,90kg,"200cm|6'7""",M\M,44,388,1810,
2241,Fernando Gorriarán,77,CDM,Normal,Uruguay,Santos Laguna,LIGA BBVA MX (MEX 1),950,3,4,74,68,75,77,73,71,Short & Lean-,68kg,"168cm|5'6""",H\H,13,438,2109,
2242,Nicolás González,77,ST,Normal,Argentina,Fiorentina,Serie A TIM,800,4,2,87,71,64,82,45,60,Lean,72kg,"180cm|5'11""",H\M,39,409,1940,
2243,Gorosabel,77,RB,Normal,Spain,Real Sociedad,LaLiga Santander,900,2,2,75,46,70,71,75,68,Lean,70kg,"174cm|5'9""",M\M,5,405,1893,
2244,Patson Daka,77,ST,Normal,Zambia,Leicester City,Premier League,900,3,3,93,78,59,76,24,71,Lean,71kg,"183cm|6'0""",M\M,628,401,1878,
2245,Mikkel Damsgaard,77,LM,Normal,Denmark,Sampdoria,Serie A TIM,1.2K,4,3,85,69,72,82,48,63,Lean,71kg,"180cm|5'11""",H\L,91,419,1970,
2246,Luis Romo,77,CDM,Normal,Mexico,Cruz Azul,LIGA BBVA MX (MEX 1),950,3,3,72,61,65,65,75,85,Average,84kg,"182cm|6'0""",M\H,24,423,1954,
2247,Dwight McNeil,77,LM,Normal,England,Burnley,Premier League,1.1K,3,2,72,68,77,80,53,67,Lean,70kg,"183cm|6'0""",M\H,19,417,1995,
2248,Borna Sosa,77,LWB,Normal,Croatia,VfB Stuttgart,Bundesliga,850,3,2,79,43,75,75,71,69,High & Average,79kg,"187cm|6'2""",H\L,53,412,1920,
2249,Altay Bayındır,77,GK,Normal,Turkey,Fenerbahçe,Süper Lig (TUR 1),950,1,2,79,73,71,81,21,77,High & Average+,73kg,"198cm|6'6""",M\M,47,402,698,
2250,Amir Rrahmani,77,CB,Normal,Kosovo,Napoli,Serie A TIM,1.2K,2,4,62,51,54,60,78,80,High & Average,83kg,"192cm|6'4""",H\M,23,385,1754,
2251,Vinícius,77,ST,Normal,Brazil,PSV,Eredivisie,900,3,3,71,78,60,75,41,82,High & Average,83kg,"190cm|6'3""",H\M,27,407,1871,
2252,Sofiane Diop,77,LM,Normal,France,AS Monaco,Ligue 1,1K,4,3,76,70,73,81,52,53,Lean,65kg,"175cm|5'9""",H\H,15,405,1957,
2253,Eric García Martret,77,CB,Normal,Spain,FC Barcelona,LaLiga Santander,1.2K,2,3,65,44,65,66,79,72,Lean,76kg,"182cm|6'0""",M\H,9,391,1824,
2254,Luis Javier Suárez,77,ST,Normal,Colombia,Granada CF,LaLiga Santander,800,3,4,86,78,65,74,40,79,High & Average,74kg,"185cm|6'1""",H\M,53,422,1965,
2255,Samuel Chukwueze,77,RM,Normal,Nigeria,Villarreal CF,LaLiga Santander,850,4,2,87,73,66,83,36,62,Average,70kg,"172cm|5'8""",H\L,45,407,1897,
2256,Boulaye Dia,77,ST,Normal,Senegal,Villarreal CF,LaLiga Santander,800,3,3,78,77,55,74,27,75,Average,75kg,"180cm|5'11""",H\M,16,386,1774,
2257,Jérémy Doku,77,RW,Normal,Belgium,Rennes,Ligue 1,800,4,3,92,66,67,83,25,67,Average,60kg,"171cm|5'7""",H\M,389,400,1834,
2258,Petr Ševčík,77,CM,Normal,Czech Republic,Slavia Praha,Česká Liga (CZE 1),800,3,5,80,72,76,79,69,76,Average,66kg,"172cm|5'8""",H\H,22,452,2172,
2259,Roger Ibañez Da Silva,77,CB,Normal,Brazil,Roma FC,Serie A TIM,1.4K,2,2,81,32,45,57,79,77,High & Average,73kg,"185cm|6'1""",M\H,229,371,1684,
2260,Tomáš Holeš,77,CDM,Normal,Czech Republic,Slavia Praha,Česká Liga (CZE 1),800,2,4,78,69,70,73,77,82,Stocky,73kg,"180cm|5'11""",H\H,36,449,2130,
2261,Shon Weissman,77,ST,Normal,Israel,R. Valladolid CF,LaLiga SmartBank (ESP 2),750,3,4,77,79,65,71,32,70,Stocky,79kg,"174cm|5'9""",H\M,-128,394,1897,
2262,Ali Musrati,77,CDM,Normal,Libya,SC Braga,Liga NOS (POR 1),800,2,2,59,54,68,68,74,82,High & Average,83kg,"189cm|6'2""",M\H,45,405,1863,
2263,Joey Veerman,77,CM,Normal,Netherlands,SC Heerenveen,Eredivisie,1K,3,4,65,68,81,78,62,73,High & Average,75kg,"185cm|6'1""",M\M,34,427,2016,
2264,Ronald Araujo,77,CB,Normal,Uruguay,FC Barcelona,LaLiga Santander,1.3K,2,3,77,36,53,52,79,76,High & Average,91kg,"192cm|6'4""",M\M,605,373,1690,
2265,Lukas Provod,77,CM,Normal,Czech Republic,Slavia Praha,Česká Liga (CZE 1),850,3,4,78,74,77,77,71,84,High & Average,84kg,"189cm|6'2""",H\H,49,461,2187,
2266,Noni Madueke,77,RM,Normal,England,PSV,Eredivisie,800,4,4,90,71,68,83,36,62,Lean,70kg,"182cm|6'0""",M\M,405,410,1917,
2267,Héctor Moreno,77,CB,Normal,Mexico,Rayados,LIGA BBVA MX (MEX 1),1.1K,2,3,57,49,64,63,79,71,High & Average,75kg,"186cm|6'1""",M\M,32,383,1852,
2268,Alex Teixeira,77,ST,Normal,Brazil,Beşiktaş,Süper Lig (TUR 1),800,4,4,83,76,73,80,40,70,Average,68kg,"174cm|5'9""",H\L,-230,422,2019,
2269,Tiquinho Soares,77,ST,Normal,Brazil,Olympiacos CFP,Hellas Liga (GRE 1),900,3,3,81,74,59,74,45,79,High & Average,82kg,"187cm|6'2""",H\H,29,412,1951,
2270,Yeferson Soteldo,77,LM,Normal,Venezuela,Toronto FC,Major League Soccer,800,4,5,83,71,74,82,35,57,Short and Balanced,55kg,"158cm|5'2""",H\M,95,402,1925,
2271,Arthur Theate,77,CB,IF,Belgium,Bologna,Serie A TIM,32.5K,2,3,76,48,63,62,78,87,Average,79kg,"184cm|6'0""",H\M,164,414,1858,
2272,Deniz Undav,77,ST,IF,Germany,Royale Union SG,1A Pro League (BEL 1),17K,3,5,69,81,61,76,39,81,Stocky,86kg,"178cm|5'10""",M\L,91,407,1924,
2273,Jakob Glesnes,77,CB,IF,Norway,Philadelphia,Major League Soccer,16K,2,3,62,63,64,67,75,86,High & Average,84kg,"188cm|6'2""",M\H,110,417,1954,
2274,Takahiro Kunimoto,77,CM,IF,Japan,Jeonbuk Hyundai,K League 1 (KOR 1),17K,3,3,87,72,78,83,51,77,Average,70kg,"174cm|5'9""",M\M,49,448,2114,
2275,Matej Pulkrab,77,ST,IF,Czech Republic,Sparta Praha,Česká Liga (CZE 1),16K,2,2,79,75,62,70,39,82,Average,78kg,"182cm|6'0""",H\H,16,407,1911,
2276,Yorbe Vertessen,77,RM,IF,Belgium,PSV,Eredivisie,20K,3,3,96,72,71,76,38,74,Average,68kg,"176cm|5'9""",H\M,98,427,1978,
2277,Cherif Ndiaye,77,ST,IF,Senegal,Göztepe,Süper Lig (TUR 1),16.25K,2,3,85,74,61,75,40,84,High & Average,80kg,"190cm|6'3""",M\M,32,419,1906,
2278,Jordan Amavi,77,LB,non-rare,France,OGC Nice,Ligue 1,900,3,5,76,65,70,74,75,76,Average,70kg,"176cm|5'9""",H\M,25,436,2067,
2279,Orbelín Pineda,77,RM,Rare,Mexico,RC Celta,LaLiga Santander,800,3,4,86,73,72,79,62,66,Short & Lean-,63kg,"169cm|5'7""",H\H,55,438,2044,
2280,Joey Veerman,77,CM,non-rare,Netherlands,PSV,Eredivisie,800,3,4,65,68,81,78,62,73,High & Average,75kg,"185cm|6'1""",M\M,18,427,2016,
2281,Luis Romo,77,CDM,non-rare,Mexico,Rayados,LIGA BBVA MX (MEX 1),850,3,3,72,61,65,65,75,85,Average,84kg,"182cm|6'0""",M\H,-2,423,1954,
2282,Hassane Kamara,77,LB,Rare,Côte d'Ivoire,Watford,Premier League,1.3K,3,3,88,61,69,76,71,76,Short & Lean-,67kg,"168cm|5'6""",H\M,141,441,2029,
2283,Gonzalo Escalante,77,CDM,non-rare,Argentina,D. Alavés,LaLiga Santander,850,3,3,66,67,72,72,75,75,Average,76kg,"182cm|6'0""",M\H,10,427,2041,
2284,Paul Bernardoni,77,GK,non-rare,France,ASSE,Ligue 1,950,1,2,78,74,73,82,29,77,High & Average,78kg,"190cm|6'3""",M\M,14,413,824,
2285,Abderrazak Hamdallah,77,ST,non-rare,Morocco,Al Ittihad,MBS Pro League (SAU 1),800,3,4,74,78,70,77,30,72,Stocky,82kg,"180cm|5'11""",M\L,46,401,1906,
2286,Petros,77,CM,non-rare,Brazil,Al Fateh,MBS Pro League (SAU 1),1.2K,3,3,68,68,72,75,73,83,Average,77kg,"181cm|5'11""",H\H,-4,439,2073,
2287,Baris Atik,77,ST,IF,Turkey,1. FC Magdeburg,3. Liga (GER 3),15K,3,4,83,70,71,82,43,61,Short & Lean,73kg,"170cm|5'7""",M\M,63,410,1973,
2288,Lyndon Dykes,77,ST,IF,Scotland,QPR,EFL Championship (ENG 2),15K,2,3,76,76,58,73,37,89,High & Average,75kg,"188cm|6'2""",H\M,62,409,1933,
2289,Rubén Castro Martín,77,ST,IF,Spain,FC Cartagena,LaLiga SmartBank (ESP 2),15.5K,3,3,78,78,69,80,37,69,Short & Lean-,68kg,"169cm|5'7""",M\L,41,411,2057,
2290,Darwin Núñez,76,ST,Rare,Uruguay,SL Benfica,Liga NOS (POR 1),800,3,3,84,75,69,73,40,84,High & Average,80kg,"187cm|6'2""",H\H,106,425,1979,
2291,Soualiho Meïté,76,CM,Non-Rare,France,SL Benfica,Liga NOS (POR 1),1K,3,3,66,59,73,77,71,79,High & Average,80kg,"187cm|6'2""",M\H,15,425,1999,
2292,Diogo Gonçalves,76,RM,Non-Rare,Portugal,SL Benfica,Liga NOS (POR 1),950,4,4,84,72,70,79,68,72,Lean,68kg,"178cm|5'10""",M\M,22,445,2119,
2293,Federico Dimarco,76,LWB,Non-Rare,Italy,Inter,Serie A TIM,900,3,2,75,61,75,74,70,62,Average,75kg,"175cm|5'9""",M\M,39,417,2029,
2294,Bruno Costa,76,CM,Non-Rare,Portugal,FC Porto,Liga NOS (POR 1),1K,3,3,67,73,75,75,64,63,Average,65kg,"174cm|5'9""",H\M,7,417,1982,
2295,Toni Martínez,76,ST,Non-Rare,Spain,FC Porto,Liga NOS (POR 1),800,3,3,72,77,58,72,24,75,High & Average,84kg,"187cm|6'2""",H\M,22,378,1767,
2296,Andrea Conti,76,RB,Normal,Italy,Milan,Serie A TIM,1.2K,3,2,75,58,69,74,73,64,Lean,76kg,"184cm|6'0""",M\M,3,413,1943,
2297,Alexis Saelemaekers,76,RW,Normal,Belgium,Milan,Serie A TIM,850,3,4,81,66,74,78,62,68,Lean,72kg,"180cm|5'11""",H\H,38,429,2024,
2298,Luke Ayling,76,RB,Normal,England,Leeds United,Premier League,950,3,3,66,54,64,72,76,75,High & Average+,72kg,"185cm|6'1""",H\H,6,407,1893,
2299,Nicolas López,76,RM,Normal,Uruguay,Tigres,LIGA BBVA MX (MEX 1),850,3,3,77,78,70,79,25,63,Lean,75kg,"178cm|5'10""",H\M,9,392,1864,
2300,Luis Quiñones,76,RM,Normal,Colombia,Tigres,LIGA BBVA MX (MEX 1),850,3,3,92,68,69,78,35,64,Lean,66kg,"178cm|5'10""",H\M,10,406,1879,
2301,Bryan Gil Salvatierra,76,LM,Normal,Spain,Spurs,Premier League,900,3,3,78,67,72,81,26,35,Lean,65kg,"175cm|5'9""",H\M,43,359,1748,
2302,Divock Origi,76,ST,Normal,Belgium,Liverpool,Premier League,850,4,4,79,75,67,75,27,74,High & Average+,90kg,"189cm|6'2""",H\M,177,397,1852,
2303,Maarten Stekelenburg,76,GK,Normal,Netherlands,Ajax,Eredivisie,850,1,4,75,75,75,74,32,77,High & Average,92kg,"197cm|6'6""",M\M,46,408,855,
2304,Silvio Romero,76,ST,Sudamericana,Argentina,Independiente,CONMEBOL Sudamericana,1K,3,3,70,75,72,77,47,74,Stocky,76kg,"177cm|5'10""",M\M,-26,415,1999,
2305,Lucas Romero,76,CDM,Sudamericana,Argentina,Independiente,CONMEBOL Sudamericana,900,3,2,74,64,73,75,73,73,Short and Balanced,70kg,"167cm|5'6""",M\M,20,432,2090,
2306,Lisandro López,76,CB,Libertadores,Argentina,Boca Juniors,CONMEBOL Libertadores,950,2,2,62,52,50,61,78,75,High & Average+,80kg,"193cm|6'4""",M\H,0,378,1757,
2307,Pol Mikel Lirola Kosok,76,RWB,Normal,Spain,OM,Ligue 1,950,3,3,77,57,70,75,71,70,Average,70kg,"183cm|6'0""",M\M,24,420,1940,
2308,Pape Gueye,76,CDM,Normal,France,OM,Ligue 1,800,2,3,73,46,65,70,72,79,High & Average+,79kg,"187cm|6'2""",M\H,40,405,1861,
2309,Eugenio Mena,76,LB,Libertadores,Chile,Racing Club,CONMEBOL Libertadores,800,3,4,83,51,70,73,68,78,Average,74kg,"173cm|5'8""",H\M,22,423,1947,
2310,Leonel Miranda,76,CM,Libertadores,Argentina,Racing Club,CONMEBOL Libertadores,800,3,3,79,67,76,78,67,69,Average,70kg,"173cm|5'8""",H\H,9,436,2081,
2311,Alessandro Diamanti,76,CAM,Normal,Italy,Western United,A-League (AUS 1),800,4,2,58,72,78,79,33,64,Average,75kg,"180cm|5'11""",M\M,38,384,1897,
2312,Jamie Maclaren,76,ST,Normal,Australia,Melbourne City,A-League (AUS 1),750,3,5,81,75,64,73,38,76,Average,76kg,"179cm|5'10""",H\H,117,407,1979,
2313,Rune Almenning Jarstein,76,GK,Normal,Norway,Hertha Berlin,Bundesliga,850,1,4,74,71,70,78,40,80,High & Average,86kg,"190cm|6'3""",M\M,6,413,864,
2314,Atiba Hutchinson,76,CDM,Normal,Canada,Beşiktaş,Süper Lig (TUR 1),850,2,4,61,64,73,71,75,74,High & Average+,83kg,"187cm|6'2""",H\M,21,418,2022,
2315,José Sosa,76,CM,Normal,Argentina,Fenerbahçe,Süper Lig (TUR 1),750,4,4,63,69,82,77,64,63,Lean,72kg,"179cm|5'10""",M\M,5,418,2052,
2316,Andrés Fernández,76,GK,Normal,Spain,SD Huesca,LaLiga SmartBank (ESP 2),900,1,3,78,74,67,76,57,75,High & Average,82kg,"187cm|6'2""",M\M,11,427,1003,
2317,Javier Pinola,76,CB,Libertadores,Argentina,River Plate,CONMEBOL Libertadores,1K,2,3,63,59,70,69,75,76,Average,79kg,"180cm|5'11""",H\H,14,412,1980,
2318,Steven Davis,76,CM,Normal,Northern Ireland,Rangers,Scottish Premiership (SPFL),800,3,3,39,63,76,76,74,68,Average,70kg,"173cm|5'8""",M\H,18,396,2026,
2319,Gaël Clichy,76,LB,Normal,France,Servette FC,Raiffeisen Super L. (SUI 1),900,4,4,75,43,69,74,73,67,Lean,65kg,"176cm|5'9""",M\M,6,401,1910,
2320,Rubens Sambueza,76,RM,Normal,Argentina,Toluca,LIGA BBVA MX (MEX 1),850,4,3,66,72,79,78,47,71,Average,76kg,"180cm|5'11""",H\L,20,413,2031,
2321,Ryan Babel,76,LM,Normal,Netherlands,Galatasaray,Süper Lig (TUR 1),950,4,3,78,79,71,78,39,75,Average,85kg,"185cm|6'1""",M\M,-30,420,1945,
2322,Dante,76,CB,Normal,Brazil,OGC Nice,Ligue 1,950,3,4,32,51,67,64,78,76,High & Average,91kg,"189cm|6'2""",L\H,58,368,1814,
2323,Cesc Fàbregas,76,CM,Normal,Spain,AS Monaco,Ligue 1,900,3,3,40,67,81,75,62,55,Short & Lean-,76kg,"179cm|5'10""",M\M,45,380,1931,
2324,Tom Heaton,76,GK,Normal,England,Manchester Utd,Premier League,1.3K,1,3,74,75,74,75,56,78,High & Average,85kg,"188cm|6'2""",M\M,27,432,977,
2325,Theo Walcott,76,RM,Normal,England,Southampton,Premier League,900,3,2,85,70,69,78,39,59,Lean,68kg,"176cm|5'9""",M\M,25,400,1923,
2326,Marcelo Grohe,76,GK,Normal,Brazil,Al Ittihad,MBS Pro League (SAU 1),1.1K,1,2,76,75,66,78,39,76,High & Average,81kg,"188cm|6'2""",M\M,43,410,872,
2327,Zeca,76,CDM,Normal,Greece,FC København,3F Superliga (DEN 1),750,3,3,75,61,69,71,73,77,Lean,67kg,"182cm|6'0""",M\H,15,426,2038,
2328,Ryan Bertrand,76,LB,Normal,England,Leicester City,Premier League,1K,3,3,74,53,72,75,73,71,Average,85kg,"179cm|5'10""",H\M,11,418,1981,
2329,Jack Cork,76,CDM,Normal,England,Burnley,Premier League,850,3,4,44,60,71,69,75,77,Average,75kg,"184cm|6'0""",L\H,9,396,1970,
2330,Lorenzo De Silvestri,76,RB,Normal,Italy,Bologna,Serie A TIM,900,3,3,73,67,71,73,73,75,High & Average,84kg,"186cm|6'1""",M\M,11,432,2033,
2331,Diego Buonanotte,76,CAM,Libertadores,Argentina,Uni. Católica,CONMEBOL Libertadores,800,4,4,83,67,76,79,30,37,Short & Lean,57kg,"161cm|5'3""",H\L,11,372,1834,
2332,Gervais Yao Kouassi,76,LW,Normal,Côte d'Ivoire,Trabzonspor,Süper Lig (TUR 1),900,4,3,91,68,68,77,35,57,Lean,65kg,"179cm|5'10""",H\L,90,396,1857,
2333,Asmir Begović,76,GK,Normal,Bosnia and Herzegovina,Everton,Premier League,1.3K,1,2,76,77,73,76,47,74,High & Average+,101kg,"199cm|6'6""",M\M,41,423,905,
2334,Domenico Criscito,76,CB,Normal,Italy,Genoa,Serie A TIM,1.1K,3,3,73,61,75,72,78,71,Lean,75kg,"183cm|6'0""",M\H,26,430,2084,
2335,Zlatko Junuzović,76,CM,Normal,Austria,RB Salzburg,Ö Bundesliga (AUT 1),800,3,4,70,73,79,81,67,69,Average,72kg,"172cm|5'8""",H\H,9,439,2163,
2336,Leonardo Burián,76,GK,Normal,Uruguay,Colón,Primera División (ARG 1),750,1,3,76,72,73,76,48,78,High & Average,81kg,"188cm|6'2""",M\M,10,423,1021,
2337,Marcelo Díaz,76,CDM,Sudamericana,Chile,Libertad,CONMEBOL Sudamericana,950,3,3,58,65,78,75,69,73,Short & Lean-,68kg,"167cm|5'6""",M\H,11,418,2103,
2338,Emiliano Vecchio,76,CAM,Sudamericana,Argentina,Rosario Central,CONMEBOL Sudamericana,1K,3,3,79,72,77,76,64,74,Stocky,80kg,"178cm|5'10""",M\M,11,442,2091,
2339,Albin Ekdal,76,CM,Normal,Sweden,Sampdoria,Serie A TIM,900,3,3,47,65,76,73,70,76,High & Average+,82kg,"186cm|6'1""",M\M,14,407,2007,
2340,Marc Albrighton,76,RM,Normal,England,Leicester City,Premier League,850,3,3,70,68,76,76,61,66,Lean,74kg,"175cm|5'9""",H\H,23,417,2017,
2341,Eric Maxim Choupo-Moting,76,ST,Normal,Cameroon,FC Bayern,Bundesliga,750,3,4,71,73,68,78,38,73,High & Average,90kg,"191cm|6'3""",H\M,91,401,1892,
2342,Romain Thomas,76,CB,Normal,France,Angers SCO,Ligue 1,1K,2,3,35,33,54,48,78,73,High & Average+,84kg,"193cm|6'4""",M\H,15,321,1573,
2343,Adrien Silva,76,CM,Normal,Portugal,Sampdoria,Serie A TIM,850,3,4,53,73,77,76,69,67,Average,69kg,"175cm|5'9""",M\H,5,415,2058,
2344,Sofiane Feghouli,76,RM,Normal,Algeria,Galatasaray,Süper Lig (TUR 1),900,4,3,71,71,75,79,34,65,Average,75kg,"176cm|5'9""",M\L,24,395,1914,
2345,Rodolfo Cota,76,GK,Normal,Mexico,León,LIGA BBVA MX (MEX 1),850,1,2,75,70,67,79,58,79,Average,86kg,"183cm|6'0""",M\M,18,428,975,
2346,Patrick van Aanholt,76,LB,Normal,Netherlands,Galatasaray,Süper Lig (TUR 1),900,3,4,84,68,72,75,72,68,Lean,67kg,"176cm|5'9""",H\L,41,439,2097,
2347,Fabio Borini,76,LW,Normal,Italy,Karagümrük SK,Süper Lig (TUR 1),800,3,3,73,74,72,77,45,69,Lean,73kg,"180cm|5'11""",H\M,22,410,1980,
2348,Cristhian Stuani,76,ST,Normal,Uruguay,Girona FC,LaLiga SmartBank (ESP 2),750,4,3,68,79,69,70,48,82,High & Average,76kg,"186cm|6'1""",M\L,25,416,2008,
2349,Mario Balotelli,76,ST,Normal,Italy,Adana Demirspor,Süper Lig (TUR 1),800,4,4,73,79,72,76,25,77,High & Average,94kg,"190cm|6'3""",M\L,600,402,1919,
2350,Fedor Smolov,76,ST,Normal,Russia,Lokomotiv Moscow,League of Russia (RUS 1),800,4,3,81,76,71,74,32,72,High & Average+,83kg,"186cm|6'1""",H\M,21,406,1932,
2351,Alan Dzagoev,76,CM,Normal,Russia,CSKA Moscow,League of Russia (RUS 1),900,4,3,72,71,74,76,70,67,Average,75kg,"179cm|5'10""",H\M,11,430,2083,
2352,Gustavo Bou,76,ST,Normal,Argentina,New England,Major League Soccer,800,4,4,76,79,69,76,30,72,Average,80kg,"178cm|5'10""",M\L,10,402,1935,
2353,Daniel Carriço,76,CB,Normal,Portugal,UD Almería,LaLiga SmartBank (ESP 2),950,2,3,39,53,67,62,77,74,Average,84kg,"183cm|6'0""",M\M,13,372,1845,
2354,Sebastian Rudy,76,CM,Normal,Germany,TSG Hoffenheim,Bundesliga,900,3,3,66,65,77,76,73,66,Lean,74kg,"180cm|5'11""",M\M,2,423,2065,
2355,Etrit Berisha,76,GK,Normal,Albania,Torino,Serie A TIM,800,1,2,75,75,67,77,28,74,High & Average,92kg,"194cm|6'4""",M\M,11,396,795,
2356,Kevin Strootman,76,CM,Normal,Netherlands,Cagliari,Serie A TIM,800,2,3,50,75,74,74,75,77,High & Average,78kg,"186cm|6'1""",L\M,8,425,2039,
2357,Mert Günok,76,GK,Normal,Turkey,Beşiktaş,Süper Lig (TUR 1),850,1,2,73,72,79,82,56,79,High & Average,92kg,"196cm|6'5""",M\M,13,441,971,
2358,Teemu Pukki,76,ST,Normal,Finland,Norwich,Premier League,850,3,3,76,76,60,75,34,68,Average,80kg,"180cm|5'11""",H\H,98,389,1848,
2359,Adem Ljajić,76,CAM,Normal,Serbia,Beşiktaş,Süper Lig (TUR 1),750,4,4,74,73,78,79,43,59,Lean,80kg,"182cm|6'0""",H\L,3,406,1984,
2360,Pascal Groß,76,CM,Normal,Germany,Brighton,Premier League,850,4,4,50,74,80,75,58,71,Lean,78kg,"181cm|5'11""",M\M,15,408,2033,
2361,Mats Rits,76,CDM,Normal,Belgium,Club Brugge,1A Pro League (BEL 1),1.3K,3,5,67,65,72,73,72,75,Average,72kg,"178cm|5'10""",M\H,3,424,2032,
2362,Néstor Araújo,76,CB,Normal,Mexico,RC Celta,LaLiga Santander,1.2K,2,3,66,41,55,59,78,78,High & Average,87kg,"188cm|6'2""",L\M,5,377,1723,
2363,Kevin Vogt,76,CB,Normal,Germany,TSG Hoffenheim,Bundesliga,1K,2,3,71,57,72,68,77,75,High & Average,87kg,"194cm|6'4""",H\M,13,420,1944,
2364,Andreas Luthe,76,GK,Normal,Germany,Union Berlin,Bundesliga,950,1,3,77,70,61,77,38,78,High & Average,85kg,"195cm|6'5""",M\M,11,401,796,
2365,Maxime Gonalons,76,CDM,Normal,France,Granada CF,LaLiga Santander,800,3,4,47,61,72,68,75,72,High & Average+,76kg,"187cm|6'2""",L\M,10,395,1942,
2366,Karl Darlow,76,GK,Normal,England,Newcastle Utd,Premier League,1.3K,1,2,77,73,68,78,58,75,High & Average,88kg,"190cm|6'3""",M\M,22,429,950,
